date,team,away,at_bats,runs,hits,rbis,walks,batting_average,on_base_percentage,slugging_percentage,win
20190320,SEA,1,31,9,7,9,6,0.163,0.438,0.317,1
20190320,OAK,0,9,7,6,3,8,0.263,0.304,0.496,0
20190320,DET,1,29,3,4,3,4,0.18,0.27,0.303,1
20190320,PHI,0,30,1,6,0,2,0.157,0.213,0.263,0
20190320,MIA,1,38,6,11,5,5,0.198,0.244,0.31,1
20190320,STL,0,28,0,3,0,0,0.128,0.164,0.202,0
20190320,NYY,1,30,1,4,1,5,0.247,0.326,0.456,0
20190320,HOU,0,30,2,6,1,4,0.248,0.339,0.459,1
20190320,PIT,1,34,6,10,5,5,0.17,0.227,0.229,1
20190320,MIN,0,36,5,11,5,1,0.278,0.322,0.538,0
20190320,ATL,1,35,8,9,8,4,0.139,0.189,0.235,1
20190320,TOR,0,31,7,6,7,9,0.258,0.382,0.444,0
20190320,ARI,1,43,11,16,11,4,0.261,0.321,0.468,1
20190320,CHW,0,29,2,5,2,0,0.232,0.298,0.324,0
20190320,CIN,1,36,6,11,5,6,0.198,0.257,0.341,1
20190320,TEX,0,31,1,6,1,3,0.204,0.308,0.311,0
20190320,MIL,1,37,10,13,10,2,0.157,0.217,0.299,1
20190320,SD,0,37,7,10,7,3,0.185,0.228,0.319,0
20190320,BOS,1,33,6,8,2,4,0.25,0.301,0.353,1
20190320,BAL,0,34,4,10,4,1,0.268,0.327,0.424,0
20190320,LAA,1,34,2,8,2,1,0.189,0.248,0.374,0
20190320,CLE,0,30,4,8,4,1,0.167,0.26,0.258,1
20190320,KC,1,32,8,8,8,4,0.271,0.347,0.446,1
20190320,COL,0,37,7,12,6,4,0.238,0.301,0.484,0
20190320,LAD,1,35,4,10,4,3,0.23,0.267,0.413,0
20190320,CHC,0,33,4,7,2,5,0.206,0.275,0.34,1
20190320,CLE,1,29,0,4,0,4,0.211,0.251,0.385,0
20190320,SF,0,40,13,16,13,2,0.219,0.25,0.301,1
20190321,SEA,1,43,5,9,5,5,0.159,0.246,0.328,1
20190321,OAK,0,10,4,3,6,10,0.173,0.252,0.277,0
20190321,ATL,1,34,1,10,1,1,0.23,0.264,0.318,0
20190321,TB,0,31,8,9,8,4,0.195,0.261,0.355,1
20190321,BAL,1,32,5,7,5,4,0.225,0.296,0.355,0
20190321,PIT,0,28,7,7,7,4,0.232,0.272,0.464,1
20190321,HOU,1,34,3,7,3,3,0.212,0.306,0.341,0
20190321,DET,0,31,5,6,5,6,0.249,0.312,0.42,1
20190321,NYY,1,30,3,6,3,4,0.234,0.304,0.433,0
20190321,STL,0,37,11,14,11,2,0.213,0.254,0.365,1
20190321,TOR,1,34,6,9,6,4,0.242,0.318,0.418,0
20190321,PHI,0,36,13,12,13,2,0.165,0.211,0.295,1
20190321,MIA,1,33,0,6,0,5,0.204,0.291,0.313,0
20190321,NYM,0,32,6,9,6,2,0.174,0.207,0.281,1
20190321,CLE,1,33,3,10,3,5,0.197,0.308,0.323,0
20190321,TEX,0,37,7,14,6,3,0.31,0.365,0.466,1
20190321,KC,1,42,14,16,14,6,0.291,0.349,0.503,1
20190321,CIN,0,37,6,10,6,5,0.179,0.227,0.272,0
20190321,LAD,1,37,5,9,5,3,0.188,0.232,0.297,0
20190321,MIL,0,34,11,11,11,2,0.246,0.301,0.405,1
20190321,SF,1,34,5,10,5,2,0.186,0.224,0.286,0
20190321,CHC,0,37,5,10,3,1,0.241,0.282,0.515,1
20190321,TEX,1,35,2,7,1,1,0.203,0.262,0.318,0
20190321,CHW,0,35,12,12,12,4,0.23,0.302,0.384,1
20190321,LAA,1,31,2,5,2,1,0.212,0.275,0.369,1
20190321,ARI,0,33,1,6,1,3,0.204,0.236,0.32,0
20190321,TB,1,31,0,4,0,6,0.198,0.254,0.297,0
20190321,BOS,0,35,8,10,6,1,0.25,0.297,0.38,1
20190321,STL,1,33,1,8,1,5,0.171,0.262,0.293,0
20190321,WSH,0,29,7,6,7,7,0.269,0.363,0.48,1
20190321,CIN,1,32,3,5,3,5,0.218,0.318,0.378,0
20190321,SEA,0,33,6,9,6,1,0.259,0.333,0.431,1
20190322,PIT,1,35,2,8,2,1,0.246,0.331,0.428,0
20190322,TB,0,32,3,9,3,8,0.234,0.345,0.403,1
20190322,STL,1,42,15,21,15,5,0.243,0.285,0.392,1
20190322,NYM,0,14,5,5,3,5,0.248,0.282,0.369,0
20190322,ARI,1,37,10,12,10,4,0.197,0.262,0.309,1
20190322,LAD,0,35,4,9,4,1,0.162,0.222,0.278,0
20190322,CIN,1,32,4,6,3,2,0.195,0.331,0.279,0
20190322,MIL,0,30,6,9,5,3,0.188,0.248,0.306,1
20190322,TEX,1,34,3,7,3,0,0.216,0.278,0.392,0
20190322,CHC,0,30,7,8,6,6,0.217,0.286,0.31,1
20190322,CHW,1,33,4,7,2,8,0.224,0.305,0.353,0
20190322,LAA,0,31,5,8,5,7,0.241,0.352,0.41,1
20190322,BOS,1,45,10,18,10,2,0.249,0.293,0.356,1
20190322,MIN,0,37,6,12,6,6,0.281,0.328,0.491,0
20190322,DET,1,37,3,11,2,1,0.238,0.285,0.354,0
20190322,ATL,0,30,4,7,3,3,0.209,0.3,0.319,1
20190322,NYM,1,34,3,9,2,3,0.254,0.307,0.427,0
20190322,HOU,0,34,7,12,7,3,0.247,0.342,0.394,1
20190322,BAL,1,31,0,4,0,3,0.203,0.249,0.332,0
20190322,TOR,0,29,4,9,3,3,0.261,0.321,0.442,1
20190322,PHI,1,32,3,7,3,3,0.232,0.289,0.375,0
20190322,NYY,0,28,6,6,4,6,0.241,0.309,0.507,1
20190322,WSH,1,30,5,6,5,5,0.257,0.328,0.544,0
20190322,MIA,0,40,5,13,5,0,0.181,0.246,0.274,1
20190322,CHC,1,32,3,6,3,2,0.278,0.318,0.519,0
20190322,CLE,0,38,8,12,8,4,0.281,0.325,0.434,1
20190322,SF,1,32,3,6,3,2,0.154,0.21,0.223,0
20190322,KC,0,46,15,21,15,2,0.312,0.382,0.508,1
20190322,LAA,1,39,7,11,7,0,0.209,0.287,0.379,0
20190322,SEA,0,32,8,9,6,2,0.293,0.351,0.528,1
20190322,SD,1,34,5,10,5,3,0.185,0.236,0.335,0
20190322,COL,0,32,6,8,6,2,0.277,0.322,0.425,1
20190322,COL,1,37,4,10,4,2,0.209,0.253,0.449,0
20190322,SF,0,32,6,8,5,0,0.258,0.329,0.391,1
20190323,NYM,1,41,12,15,11,2,0.243,0.294,0.37,1
20190323,ATL,0,31,2,5,2,2,0.166,0.245,0.291,0
20190323,PHI,1,31,3,8,3,2,0.179,0.216,0.274,0
20190323,PIT,0,29,5,7,5,2,0.183,0.228,0.383,1
20190323,STL,1,36,4,9,4,3,0.253,0.303,0.561,0
20190323,WSH,0,33,4,9,4,4,0.276,0.351,0.44,1
20190323,TB,1,38,7,11,7,2,0.205,0.263,0.325,0
20190323,DET,0,41,8,14,8,2,0.228,0.283,0.366,1
20190323,TOR,1,35,7,9,6,6,0.282,0.356,0.457,1
20190323,NYY,0,35,3,8,3,4,0.269,0.332,0.495,0
20190323,PIT,1,34,3,9,3,3,0.19,0.258,0.283,0
20190323,BOS,0,36,12,15,10,2,0.275,0.318,0.401,1
20190323,CHW,1,38,5,11,4,3,0.216,0.3,0.368,1
20190323,LAD,0,29,1,3,1,2,0.187,0.248,0.286,0
20190323,MIL,1,36,7,11,6,3,0.243,0.326,0.384,1
20190323,TEX,0,33,3,8,3,0,0.311,0.363,0.457,0
20190323,ARI,1,33,2,9,1,4,0.234,0.273,0.321,0
20190323,SF,0,29,3,8,3,4,0.178,0.224,0.261,1
20190323,CIN,1,33,5,8,5,2,0.17,0.219,0.262,0
20190323,CLE,0,37,8,11,8,0,0.211,0.26,0.338,1
20190323,KC,1,31,6,8,6,5,0.301,0.379,0.488,1
20190323,MIL,0,33,4,7,4,2,0.213,0.282,0.345,0
20190323,LAA,1,35,4,9,4,2,0.228,0.313,0.359,0
20190323,SD,0,36,11,11,11,7,0.179,0.225,0.325,1
20190323,MIN,1,37,8,10,8,2,0.243,0.281,0.412,1
20190323,BAL,0,36,7,9,6,2,0.233,0.311,0.396,0
20190323,HOU,1,36,5,10,5,1,0.254,0.333,0.375,1
20190323,MIA,0,30,0,3,0,0,0.248,0.316,0.363,0
20190323,CHC,1,36,6,9,6,1,0.175,0.222,0.351,0
20190323,COL,0,38,11,17,11,3,0.181,0.217,0.293,1
20190324,WSH,1,34,4,10,4,4,0.231,0.31,0.354,0
20190324,NYM,0,32,8,9,6,3,0.252,0.349,0.534,1
20190324,BAL,1,39,4,11,4,3,0.189,0.257,0.343,0
20190324,PHI,0,43,11,18,10,2,0.237,0.301,0.409,1
20190324,MIA,1,32,1,6,1,0,0.273,0.314,0.389,0
20190324,STL,0,29,2,3,2,0,0.178,0.225,0.288,1
20190324,NYY,1,31,5,6,5,5,0.249,0.32,0.422,1
20190324,MIN,0,35,3,9,3,3,0.232,0.251,0.445,0
20190324,TOR,1,39,6,12,6,4,0.178,0.279,0.307,0
20190324,DET,0,40,18,17,18,5,0.233,0.302,0.396,1
20190324,WSH,1,30,3,5,3,1,0.183,0.29,0.313,0
20190324,HOU,0,35,5,13,5,4,0.264,0.363,0.474,1
20190324,PIT,1,35,1,9,1,1,0.229,0.301,0.394,0
20190324,BAL,0,30,1,6,1,0,0.219,0.274,0.386,1
20190324,CLE,1,37,3,12,3,3,0.249,0.31,0.42,0
20190324,CHW,0,33,7,11,6,4,0.276,0.349,0.436,1
20190324,COL,1,32,4,7,3,1,0.172,0.217,0.358,1
20190324,CIN,0,33,3,8,3,6,0.185,0.331,0.359,0
20190324,KC,1,29,3,4,3,3,0.277,0.337,0.468,0
20190324,TEX,0,31,3,9,3,0,0.227,0.243,0.348,1
20190324,CHC,1,52,24,27,24,8,0.275,0.334,0.429,1
20190324,SD,0,34,6,7,6,5,0.258,0.323,0.398,0
20190324,MIL,1,32,3,6,3,2,0.121,0.233,0.208,1
20190324,ARI,0,33,2,7,2,5,0.296,0.36,0.383,0
20190324,SF,1,30,0,3,0,3,0.264,0.31,0.41,0
20190324,OAK,0,28,5,4,5,2,0.255,0.315,0.424,1
20190324,TB,1,33,2,8,2,5,0.268,0.34,0.477,0
20190324,ATL,0,31,4,8,4,1,0.261,0.328,0.399,1
20190324,LAD,1,36,4,6,4,6,0.23,0.296,0.458,0
20190324,LAA,0,34,8,11,5,5,0.26,0.336,0.449,1
20190325,NYM,1,41,9,14,9,2,0.243,0.281,0.397,1
20190325,BAL,0,32,7,9,7,3,0.215,0.297,0.37,0
20190325,TB,1,34,2,8,2,1,0.251,0.325,0.412,0
20190325,PHI,0,29,3,6,3,4,0.203,0.254,0.394,1
20190325,NYY,1,30,3,5,3,5,0.254,0.329,0.487,0
20190325,WSH,0,30,5,8,5,2,0.245,0.32,0.449,1
20190325,MIL,1,38,10,12,10,3,0.272,0.337,0.484,1
20190325,TOR,0,35,5,8,5,3,0.25,0.317,0.418,0
20190325,CIN,1,36,5,9,5,1,0.214,0.279,0.419,0
20190325,ATL,0,29,8,8,8,5,0.249,0.316,0.405,1
20190325,CLE,1,36,10,10,10,6,0.228,0.341,0.391,1
20190325,TEX,0,33,1,7,1,0,0.251,0.32,0.394,0
20190325,PIT,1,37,9,14,8,3,0.26,0.319,0.459,0
20190325,HOU,0,33,12,11,12,8,0.276,0.356,0.452,1
20190325,BOS,1,33,2,7,2,0,0.262,0.311,0.388,0
20190325,CHC,0,28,3,6,3,3,0.234,0.292,0.413,1
20190325,CHW,1,35,6,10,5,2,0.285,0.35,0.493,1
20190325,ARI,0,33,3,8,3,4,0.171,0.222,0.289,0
20190325,OAK,1,33,5,8,5,4,0.228,0.308,0.388,1
20190325,SF,0,33,4,6,4,7,0.256,0.308,0.406,0
20190325,LAD,1,36,8,10,8,10,0.243,0.315,0.424,1
20190325,LAA,0,34,7,9,6,6,0.265,0.339,0.442,0
20190325,SD,1,36,8,10,7,0,0.26,0.331,0.496,1
20190325,SEA,0,29,0,2,0,3,0.239,0.311,0.401,0
20190326,DET,1,36,3,10,3,1,0.232,0.31,0.375,0
20190326,TB,0,36,9,11,9,2,0.227,0.298,0.406,1
20190326,CIN,1,34,5,8,5,0,0.232,0.275,0.36,0
20190326,ATL,0,34,7,11,6,2,0.235,0.287,0.364,1
20190326,CLE,1,37,4,8,4,4,0.219,0.306,0.364,0
20190326,TEX,0,33,5,8,5,4,0.26,0.323,0.422,1
20190326,COL,1,36,5,7,5,3,0.211,0.269,0.382,0
20190326,MIN,0,37,5,11,5,4,0.287,0.317,0.44,1
20190326,PIT,1,32,5,8,5,4,0.242,0.303,0.414,1
20190326,HOU,0,28,1,3,1,0,0.256,0.333,0.421,0
20190326,BOS,1,33,7,7,7,2,0.236,0.283,0.347,0
20190326,CHC,0,39,16,15,15,6,0.29,0.354,0.492,1
20190326,CHW,1,41,7,14,7,2,0.293,0.356,0.469,1
20190326,ARI,0,33,1,7,1,1,0.22,0.286,0.339,0
20190326,SD,1,31,1,7,1,1,0.211,0.271,0.383,1
20190326,SEA,0,30,0,4,0,4,0.232,0.3,0.386,0
20190326,MIL,1,30,0,5,0,4,0.268,0.341,0.466,0
20190326,TOR,0,30,2,7,1,1,0.259,0.325,0.466,1
20190326,OAK,1,23,4,7,4,2,0.241,0.305,0.433,1
20190326,SF,0,23,2,6,2,3,0.251,0.302,0.387,0
20190326,LAA,1,34,2,6,2,1,0.26,0.329,0.423,0
20190326,LAD,0,30,9,8,7,8,0.238,0.31,0.412,1
20190328,BAL,1,34,2,8,2,1,0.224,0.244,0.244,0
20190328,NYY,0,9,7,7,8,8,0.342,0.41,0.742,1
20190328,NYM,1,31,2,5,2,3,0.083,0.183,0.133,1
20190328,WSH,0,5,0,0,1,14,0.107,0.137,0.131,0
20190328,STL,1,32,4,5,4,2,0.106,0.139,0.306,0
20190328,MIL,0,7,5,5,2,5,0.256,0.276,0.564,1
20190328,ATL,1,30,4,7,4,6,0.187,0.25,0.396,0
20190328,PHI,0,7,10,10,6,9,0.133,0.21,0.317,1
20190328,DET,1,32,2,4,2,4,0.117,0.22,0.225,1
20190328,TOR,0,2,0,0,1,7,0.05,0.083,0.05,0
20190328,ARI,1,33,5,9,5,0,0.194,0.188,0.41,0
20190328,LAD,0,12,12,12,3,3,0.221,0.257,0.696,1
20190328,HOU,1,35,5,10,5,2,0.262,0.295,0.555,1
20190328,TB,0,4,1,1,1,12,0.108,0.175,0.217,0
20190328,CHC,1,37,12,13,11,8,0.31,0.41,0.562,1
20190328,TEX,0,6,4,4,2,6,0.15,0.2,0.325,0
20190328,LAA,1,28,0,3,0,4,0.1,0.217,0.133,0
20190328,OAK,0,7,4,4,1,4,0.223,0.261,0.401,1
20190328,SF,1,30,0,5,0,1,0.113,0.149,0.113,0
20190328,SD,0,6,2,2,1,9,0.15,0.15,0.267,1
20190328,CLE,1,29,0,2,0,1,0.045,0.07,0.064,0
20190328,MIN,0,28,2,4,2,1,0.142,0.217,0.225,1
20190328,COL,1,36,6,9,5,3,0.188,0.233,0.364,1
20190328,MIA,0,4,3,3,1,7,0.161,0.188,0.599,0
20190328,PIT,1,31,3,5,3,7,0.089,0.29,0.139,0
20190328,CIN,0,6,5,5,3,8,0.142,0.186,0.417,1
20190328,CHW,1,31,3,4,3,4,0.09,0.25,0.09,0
20190328,KC,0,5,5,4,3,7,0.133,0.225,0.258,1
20190328,BOS,1,38,4,11,4,1,0.245,0.265,0.32,0
20190328,SEA,0,12,12,11,4,9,0.211,0.386,0.493,1
20190329,DET,1,29,0,2,0,2,0.089,0.172,0.198,0
20190329,TOR,0,7,6,5,3,12,0.133,0.192,0.158,1
20190329,HOU,1,31,2,6,2,4,0.204,0.267,0.364,0
20190329,TB,0,6,4,1,1,13,0.139,0.197,0.225,1
20190329,COL,1,38,6,11,6,4,0.162,0.187,0.267,1
20190329,MIA,0,2,1,1,3,9,0.089,0.138,0.295,0
20190329,STL,1,40,9,14,8,7,0.184,0.231,0.367,1
20190329,MIL,0,8,5,5,2,8,0.136,0.158,0.268,0
20190329,LAA,1,35,6,10,6,4,0.266,0.345,0.305,1
20190329,OAK,0,7,2,2,4,5,0.23,0.284,0.378,0
20190329,ARI,1,50,5,10,5,6,0.189,0.223,0.363,1
20190329,LAD,0,11,4,4,12,14,0.164,0.223,0.334,0
20190329,SF,1,33,1,6,1,3,0.106,0.155,0.173,0
20190329,SD,0,8,4,4,4,9,0.143,0.202,0.23,1
20190329,BOS,1,34,7,8,6,3,0.237,0.354,0.444,1
20190329,SEA,0,8,6,6,4,10,0.194,0.383,0.46,0
20190330,BAL,1,36,5,9,4,1,0.196,0.219,0.232,1
20190330,NYY,0,10,3,3,6,9,0.266,0.358,0.404,0
20190330,NYM,1,40,11,14,10,5,0.163,0.221,0.227,1
20190330,WSH,0,9,8,4,3,11,0.089,0.169,0.146,0
20190330,CLE,1,30,2,4,2,3,0.08,0.111,0.137,1
20190330,MIN,0,2,1,1,3,10,0.092,0.168,0.171,0
20190330,CHW,1,36,6,10,6,2,0.179,0.25,0.257,0
20190330,KC,0,10,8,8,5,4,0.209,0.315,0.314,1
20190330,DET,1,31,0,5,0,4,0.101,0.183,0.166,0
20190330,TOR,0,6,3,3,4,6,0.177,0.258,0.234,1
20190330,ATL,1,36,6,10,6,4,0.211,0.255,0.526,0
20190330,PHI,0,9,8,8,5,9,0.132,0.186,0.32,1
20190330,HOU,1,33,1,8,1,3,0.236,0.31,0.37,0
20190330,TB,0,7,3,3,1,13,0.176,0.215,0.276,1
20190330,COL,1,34,3,8,3,0,0.148,0.173,0.224,0
20190330,MIA,0,16,7,7,1,3,0.19,0.215,0.334,1
20190330,STL,1,33,2,7,2,1,0.147,0.193,0.279,0
20190330,MIL,0,8,4,3,5,9,0.169,0.265,0.305,1
20190330,CHC,1,34,6,9,6,7,0.27,0.391,0.483,0
20190330,TEX,0,10,8,6,12,14,0.227,0.363,0.444,1
20190330,SF,1,34,3,9,3,2,0.134,0.173,0.212,1
20190330,SD,0,8,2,2,0,9,0.175,0.204,0.297,0
20190330,LAA,1,33,2,6,2,2,0.188,0.246,0.231,0
20190330,OAK,0,7,4,4,2,6,0.213,0.292,0.413,1
20190330,ARI,1,32,5,7,5,3,0.172,0.216,0.335,0
20190330,LAD,0,19,18,17,6,4,0.332,0.427,0.623,1
20190330,BOS,1,38,5,9,2,3,0.19,0.267,0.335,0
20190330,SEA,0,10,6,5,4,10,0.25,0.367,0.464,1
20190331,BAL,1,34,7,8,7,7,0.177,0.246,0.279,1
20190331,NYY,0,9,5,5,8,14,0.267,0.384,0.429,0
20190331,DET,1,43,4,10,4,4,0.131,0.22,0.201,1
20190331,TOR,0,8,3,3,1,10,0.139,0.201,0.242,0
20190331,HOU,1,28,1,3,1,1,0.171,0.214,0.286,0
20190331,TB,0,8,3,3,0,8,0.17,0.203,0.278,1
20190331,COL,1,30,0,5,0,1,0.178,0.196,0.262,0
20190331,MIA,0,5,3,3,2,11,0.158,0.193,0.301,1
20190331,PIT,1,36,5,10,5,7,0.22,0.324,0.271,1
20190331,CIN,0,4,0,0,2,9,0.104,0.144,0.226,0
20190331,NYM,1,39,5,13,4,2,0.224,0.255,0.28,0
20190331,WSH,0,11,6,6,1,11,0.14,0.225,0.233,1
20190331,STL,1,34,4,7,4,2,0.137,0.179,0.278,0
20190331,MIL,0,9,5,5,6,9,0.155,0.225,0.304,1
20190331,CLE,1,31,3,6,3,6,0.107,0.212,0.152,0
20190331,MIN,0,15,9,8,2,7,0.292,0.322,0.461,1
20190331,CHW,1,36,6,11,6,5,0.195,0.248,0.33,1
20190331,KC,0,6,3,3,1,9,0.214,0.272,0.305,0
20190331,CHC,1,43,10,17,10,3,0.325,0.41,0.525,0
20190331,TEX,0,11,11,11,6,7,0.222,0.346,0.454,1
20190331,LAA,1,29,1,3,1,1,0.146,0.195,0.207,0
20190331,OAK,0,7,2,2,3,6,0.192,0.259,0.344,1
20190331,ARI,1,39,7,13,7,1,0.22,0.244,0.48,0
20190331,LAD,0,8,8,5,6,8,0.168,0.244,0.312,1
20190331,SF,1,27,1,2,1,2,0.127,0.193,0.201,0
20190331,SD,0,8,3,1,5,4,0.171,0.224,0.245,1
20190331,BOS,1,37,8,9,8,8,0.197,0.297,0.333,0
20190331,SEA,0,12,10,5,7,11,0.231,0.324,0.495,1
20190331,ATL,1,29,1,4,0,6,0.141,0.209,0.266,0
20190331,PHI,0,5,5,5,9,8,0.15,0.23,0.367,1
20190401,STL,1,40,6,8,5,8,0.141,0.275,0.239,1
20190401,PIT,0,6,5,5,8,9,0.108,0.188,0.179,0
20190401,CHW,1,30,3,3,3,4,0.232,0.31,0.593,0
20190401,CLE,0,8,5,4,5,6,0.139,0.216,0.19,1
20190401,DET,1,29,1,2,0,7,0.119,0.209,0.179,0
20190401,NYY,0,5,3,2,4,8,0.218,0.314,0.39,1
20190401,MIL,1,36,4,11,4,5,0.163,0.211,0.297,1
20190401,CIN,0,8,3,3,4,9,0.151,0.198,0.286,0
20190401,CHC,1,33,0,9,0,4,0.216,0.291,0.361,0
20190401,ATL,0,12,8,2,7,9,0.147,0.22,0.27,1
20190401,BAL,1,32,6,6,5,3,0.189,0.27,0.314,1
20190401,TOR,0,6,5,5,2,10,0.157,0.219,0.282,0
20190401,COL,1,32,1,6,1,1,0.217,0.258,0.302,0
20190401,TB,0,9,7,7,4,9,0.21,0.232,0.352,1
20190401,NYM,1,36,7,10,6,2,0.261,0.299,0.352,1
20190401,MIA,0,9,3,1,1,7,0.148,0.179,0.276,0
20190401,HOU,1,33,2,8,2,4,0.22,0.289,0.371,1
20190401,TEX,0,2,1,1,0,7,0.192,0.281,0.399,0
20190401,SF,1,36,4,9,4,0,0.128,0.162,0.206,1
20190401,LAD,0,7,2,2,2,8,0.197,0.263,0.399,0
20190401,BOS,1,29,0,4,0,2,0.21,0.265,0.361,0
20190401,OAK,0,9,7,6,2,11,0.208,0.28,0.396,1
20190401,ARI,1,40,10,15,9,4,0.228,0.296,0.408,1
20190401,SD,0,6,3,3,2,5,0.175,0.218,0.265,0
20190401,LAA,1,35,3,8,3,1,0.19,0.244,0.249,0
20190401,SEA,0,10,6,6,6,7,0.236,0.33,0.469,1
20190402,DET,1,37,3,11,3,1,0.162,0.241,0.245,1
20190402,NYY,0,6,1,1,1,8,0.222,0.282,0.289,0
20190402,MIL,1,33,4,7,4,7,0.187,0.246,0.352,1
20190402,CIN,0,4,3,3,5,9,0.125,0.174,0.235,0
20190402,PHI,1,41,8,14,7,4,0.139,0.194,0.307,1
20190402,WSH,0,7,2,2,1,14,0.139,0.195,0.217,0
20190402,BAL,1,34,2,10,2,2,0.235,0.301,0.343,1
20190402,TOR,0,6,1,1,4,4,0.197,0.259,0.346,0
20190402,COL,1,27,0,2,0,2,0.15,0.186,0.207,0
20190402,TB,0,8,4,3,6,13,0.22,0.255,0.31,1
20190402,NYM,1,38,6,9,6,5,0.248,0.294,0.324,1
20190402,MIA,0,16,5,5,2,5,0.19,0.222,0.309,0
20190402,HOU,1,34,4,12,4,5,0.232,0.298,0.357,0
20190402,TEX,0,9,6,6,4,9,0.205,0.286,0.44,1
20190402,MIN,1,41,5,12,5,6,0.27,0.337,0.397,1
20190402,KC,0,10,4,4,1,7,0.171,0.228,0.284,0
20190402,BOS,1,33,0,7,0,1,0.191,0.248,0.319,0
20190402,OAK,0,3,1,1,3,4,0.191,0.264,0.369,1
20190402,ARI,1,41,8,14,7,4,0.21,0.238,0.454,1
20190402,SD,0,11,5,5,1,13,0.17,0.201,0.284,0
20190402,SF,1,34,5,9,5,2,0.182,0.218,0.309,0
20190402,LAD,0,7,6,1,3,5,0.188,0.268,0.34,1
20190402,LAA,1,31,1,4,1,1,0.144,0.185,0.193,0
20190402,SEA,0,5,2,2,0,6,0.249,0.322,0.525,1
20190403,MIL,1,28,1,2,1,5,0.17,0.251,0.297,1
20190403,CIN,0,3,0,0,1,12,0.127,0.177,0.211,0
20190403,PHI,1,37,8,10,8,7,0.139,0.203,0.272,0
20190403,WSH,0,12,9,8,7,8,0.147,0.2,0.221,1
20190403,CHW,1,40,8,13,8,4,0.175,0.227,0.289,1
20190403,CLE,0,5,3,2,1,13,0.117,0.203,0.166,0
20190403,COL,1,36,1,5,1,2,0.189,0.227,0.28,1
20190403,TB,0,6,0,0,7,11,0.171,0.221,0.247,0
20190403,MIN,1,34,7,11,7,5,0.251,0.343,0.38,1
20190403,KC,0,9,6,5,3,5,0.176,0.227,0.287,0
20190403,ARI,1,33,1,7,1,1,0.223,0.258,0.477,0
20190403,SD,0,5,4,4,6,7,0.173,0.215,0.269,1
20190403,DET,1,29,2,3,2,3,0.141,0.229,0.248,1
20190403,NYY,0,5,1,1,4,18,0.196,0.277,0.32,0
20190403,BAL,1,31,3,6,3,1,0.221,0.291,0.333,0
20190403,TOR,0,10,5,4,2,5,0.218,0.288,0.389,1
20190403,NYM,1,38,6,10,6,3,0.195,0.237,0.289,1
20190403,MIA,0,7,4,4,3,15,0.207,0.252,0.336,0
20190403,CHC,1,35,4,12,3,6,0.248,0.293,0.344,0
20190403,ATL,0,8,6,6,8,8,0.175,0.237,0.355,1
20190403,STL,1,37,5,7,4,3,0.134,0.18,0.247,1
20190403,PIT,0,8,4,4,7,7,0.141,0.229,0.253,0
20190403,HOU,1,32,0,6,0,2,0.216,0.271,0.322,0
20190403,TEX,0,5,4,4,4,13,0.21,0.294,0.409,1
20190403,BOS,1,36,6,9,6,2,0.203,0.272,0.336,1
20190403,OAK,0,5,3,3,5,7,0.201,0.256,0.344,0
20190403,SF,1,32,3,6,3,1,0.121,0.163,0.193,0
20190403,LAD,0,7,5,5,5,10,0.209,0.277,0.41,1
20190404,KC,1,34,4,8,3,2,0.221,0.265,0.363,0
20190404,DET,0,6,5,5,7,10,0.159,0.242,0.239,1
20190404,WSH,1,30,4,5,4,4,0.158,0.207,0.244,1
20190404,NYM,0,4,0,0,2,14,0.165,0.219,0.229,0
20190404,NYY,1,37,8,12,8,3,0.212,0.286,0.344,1
20190404,BAL,0,10,4,4,4,12,0.227,0.304,0.334,0
20190404,BOS,1,34,3,10,3,5,0.226,0.288,0.361,0
20190404,OAK,0,13,7,7,4,5,0.209,0.277,0.379,1
20190404,TOR,1,30,1,3,1,8,0.16,0.244,0.271,0
20190404,CLE,0,7,4,3,5,7,0.143,0.211,0.173,1
20190404,CIN,1,33,0,6,0,4,0.12,0.167,0.197,0
20190404,PIT,0,10,2,2,0,5,0.159,0.235,0.246,1
20190404,CHC,1,33,4,6,4,3,0.239,0.298,0.372,0
20190404,ATL,0,13,9,8,6,6,0.182,0.259,0.284,1
20190404,TEX,1,39,11,15,11,4,0.224,0.323,0.398,1
20190404,LAA,0,8,4,3,7,9,0.174,0.231,0.245,0
20190405,SEA,1,35,8,9,8,5,0.231,0.315,0.488,0
20190405,CHW,0,9,10,8,5,6,0.27,0.346,0.614,1
20190405,LAD,1,37,10,13,10,6,0.215,0.279,0.419,1
20190405,COL,0,10,6,6,6,7,0.142,0.175,0.197,0
20190405,SD,1,35,5,9,5,6,0.16,0.2,0.272,1
20190405,STL,0,4,3,3,2,7,0.151,0.196,0.287,0
20190405,TB,1,38,5,11,5,1,0.17,0.205,0.261,1
20190405,SF,0,8,2,2,2,8,0.148,0.177,0.225,0
20190405,CIN,1,28,0,3,0,1,0.113,0.157,0.173,0
20190405,PIT,0,5,2,2,0,8,0.169,0.248,0.254,1
20190405,MIN,1,38,4,11,4,1,0.158,0.199,0.224,0
20190405,PHI,0,11,10,8,9,7,0.171,0.248,0.323,1
20190405,BOS,1,38,8,12,8,3,0.183,0.232,0.296,0
20190405,ARI,0,18,15,15,4,8,0.237,0.266,0.446,1
20190405,TOR,1,30,2,3,2,3,0.189,0.27,0.32,0
